"","artname","count","genre","nchar"
"5103","Common Feat. Jill Scott",1,"hip-hop, 00s, alternative+hip-hop, 2002, e+minor",23
"5104","Common Feat. John Mayer",1,"hip-hop, rap, hip+hop, soul, common",23
"5105","Common Feat Kanye West",1,"hip-hop, rap, hip+hop, soul, common",22
"5106","Common Feat. Kanye West & John Legend",2,"",37
"5107","Common Feat. Lauryn Hill",1,"1997",24
"5108","Common Feat Pharell",1,"hip-hop, hiphop, hip-hop+baby",19
"5109","Common Feat. Pharrell",1,"hip-hop, hiphop, hip-hop+baby",21
"5110","Common Ft. Pharrell",1,"hip-hop, rap, hip+hop, soul, common",19
"5111","Common & Kanye West",1,"hip-hop, rap, hip+hop, soul, common",19
"5112","Common & Lily Allen",2,"hip-hop, rap, hip+hop, soul, common",19
"5113","Common Man Down",1,"industrial, industrial+rock, stomp",15
"5114","Common M/ Bilal",1,"",15
"5115","Common M/ Erykah Badu",1,"",21
"5116","Common, Meshell Ndegeocello + Djelimady Tounkara",1,"",48
"5117","Common M/ John Mayer & Kanye West",1,"",33
"5118","Common M/ Kanye West",1,"",20
"5119","Common M/ Kanye West & John Legend",1,"",34
"5120","Common M/ Mary J. Blidge",1,"",24
"5121","Common M/ Omar, Cee-Lo, Bilal, Jill Scott, Mary J. Blidge, Erykah Badu & Lonnie ""Pops"" Lynn",1,"",91
"5122","Common M/ Scarface & Mos Def",1,"",28
"5123","Common M/ Sonny Frå P.O.D",1,"",25
"5124","Common M/ The Last Poets & Kanye West",1,"",37
"5125","Common/Will.I.Am",1,"hip-hop, rap, hip+hop, soul, common",16
"5126","Communiqué",1,"indie+rock, california, indie, alternative+rock, powerpop",10
"5127","Comodo Varant4",1,"",14
"5128","Compañía Ilimitada",1,"colombia",18
"5129","Company Flow /  Dj Premier",1,"",26
"5130","Company Flow - Patriotism",1,"hip-hop, underground+hip-hop, rap, hip+hop, def+jux",25
"5131","Company; Gerome Ragni",1,"",21
"5132","Company; Gerome Ragni; James Redo",1,"",33
"5133","Companyia Elèctrica Dharma",1,"catalan, progressive+rock, fusion, jazz+fusion, experimental",26
"5134","Company; James Rado",1,"",19
"5135","Company; James Rado; Lynn Kellogg; Melba Moore",1,"",46
"5136","Company; Lamont Washington",1,"",26
"5137","Company; Melba Moore",1,"",20
"5138","Company; Paul Jabara",1,"",20
"5139","Company; Ronald Dyson; Walter Harris",1,"",36
"5140","Company; Steve Curry",1,"",20
"5141","Compay Segundo-Ibrahim Ferrer",1,"",29
"5142","Compay Segundo, Rafael Ortiz",1,"",28
"5143","Compilado 1",1,"",11
"5144","Compilado 2",1,"",11
"5145","Compilation - Box Of Dub 2 (Dubstep & Future Dub)",1,"",49
"5146","Compilation Dance",1,"",17
"5147","Compilation Marocaine",1,"",21
"5148","Compilation Tribal",1,"",18
"5149","Compiled By Jose Padilla",1,"",24
"5150","Compiled By Master Quest",1,"",24
"5151","Compiler",1,"",8
"5152","Compiuters",1,"electropop, chile, electronic, tinsel, electro+chileno",10
"5153","Cómplices",1,"spanish, pop, rock+en+espanol, indie, spanish+rock",9
"5154","Composer :",1,"",10
"5155","Composer: Dvorak; Cellist: Du Pre; Conductor: Barenboim Cso",1,"classical, czech",59
"5156","Comtron",2,"electro, nu+electro, e-l-e-c-t-r-o",7
"5157","Comus - First Utterance",1,"",23
"5158","Con Air Soundtrack",1,"",18
"5159","Conamore",1,"",8
"5160","Con Amour",2,"",9
"5161","Con Artists Feat. Peter Miser",1,"soundtrack",29
"5162","Con Artists Feat. Peter Miser Everything Is Illuminated [Soundtrack]",2,"",68
"5163","Conceptual Aka Distorted Mastermind",1,"",35
"5164","Concerto For Flute & Harp, K 299 - Mvt. #2",1,"",42
"5165","Concerto For Two Pianos, K 365 - Mvt. #3",1,"",40
"5166","Concord Dawn And Ill Skillz",1,"neurofunk, dark+drum+and+bass, dark+dnb",27
"5167","Concrete/Rage",1,"",13
"5168","Conector",1,"colombia, chillout, indie, latin, code4d+fusion",8
"5169","Conexiuni",1,"hard+rock, romanian, heavy+metal, romanian+metal, ll",9
"5170","Congo Natty Ft. Tenor Saw&Krs1",1,"",30
"5171","Conjunto Época De Ouro",1,"brazil, brasil, choro, musica+brasileira, jacob+do+bandolim",22
"5172","Conjunto Farroupilha",1,"brasil, mpb",20
"5173","Conjure One Ft. Sarah O'Connor",1,"trance, electronic",30
"5174","Conjure One/Sinéad O'Connor",1,"",27
"5175","Connecticut College Co Co Beaux",1,"",31
"5176","Connie & Amos Larkin",1,"",20
"5177","Connie Converse",1,"folk, acoustic, singer-songwriter, female+vocalists",15
"5178","Connoisseurs",1,"",12
"5179","Conor Mckeon",1,"",12
"5180","Conor Oberst And Ryan Adams",1,"",27
"5181","Conor Oberst, M. Ward & Jim James",1,"usa, american, cover, bob+dylan+cover, 2005",33
"5182","Con Safos",1,"",9
"5183","Conseils De Prononciation",1,"",25
"5184","Consequence Feat. Kanye West",2,"",28
"5185","Consequence; Glc; Kanye West",1,"hip-hop, rap, hip+hop, kanye+west, rnb",28
"5186","Consequence .Info = Moogulator - Mic.Irmer",1,"",42
"5187","Consequence / Moogulator",1,"",24
"5188","C.O.N. Sequencer",1,"psytrance, psychedelic, germany, goa, psychedelic+trance",16
"5189","Console & Loopspool",1,"",19
"5190","Constantinopolis",2,"folk+metal, melodic+death+metal, turkish, turkish+metal",16
"5191","Constellation Remix",1,"",19
"5192","Contagious Orgasm And Telepherique",1,"noise, experimental, ambient, dark+ambient, industrial",34
"5193","Contemporary Electronic Soundscapes",3,"deep+ambient, neoambient, sonicchill, ancient+alien+kiva, ambient",35
"5194","Contemporary Jazz Guitars",1,"",25
"5195","Content Nullity + Kenji Siratori",1,"",32
"5196","Continuous Peasant",1,"alt-country",18
"5197","Contra Mundum",1,"rock, hard+rock, heavy+metal, prawdziwi+polacy",13
"5198","Con-Vexed",1,"",9
"5199","Conway Twitty & Loretta Lynn",1,"country, classic+country, duet, duets",28
"5200","Conz",1,"",4
"5201","Coogan & Brydon",1,"",15
"5202","Cookiehead Jenkins",1,"",18
"5203","Cool Benny",2,"",10
"5204","Cool Hunting And M Ss Ng P Eces",1,"",31
"5205","Coolio Da Unda Dogg",1,"gta+san+andreas+liberty-reallife",19
"5206","Coolio (Feat. The 40 Thevz)",1,"",27
"5207","Cool Pussy & The Gang Bang Heroes",1,"",33
"5208","Cool Ranch & Dj Cellphone",1,"",25
"5209","Cool Runnings Soundtrack",1,"",24
"5210","Cooly Haste",1,"",11
"5211","Cooma",1,"",5
"5212","Coone Featuring Villian",1,"",23
"5213","Copacrescent",1,"",12
"5214","Copilul De Aur",1,"manele, romania, playlist+song+1, samuel+de+aur+florin+salam, hip-hop",14
"5215","Coppé",1,"digitalis, electronic, secretagent, deepspaceone, poptron",5
"5216","Copper Cat",1,"",10
"5217","Copperdown",1,"",10
"5218","Copperpot Feat. Braintax",1,"",24
"5219","Coppershot",1,"smooth, hip+hop, hip-hop, beats",10
"5220","Copyfokking Vs. Mj",1,"",18
"5221","Copyright By Oleg Stepanov",1,"",26
"5222","Copyrightkiller",1,"20kbps, lobit, sex, ridiculous",15
"5223","Coral Gregoriano De Belo Horizonte",1,"gregorian+chant, choral, medieval, musica+sacra, sacred+music",34
"5224","Coralie Clément",18,"french, female+vocalists, chanson+francaise, chanson, french+pop",15
"5225","Corbansick",1,"nu+metal, bosnian, sarajevo+rock, funk+metal, hardcore+rap+jazz+funk+metal+fusion",10
"5226","Corb Lund",1,"country, canadian, all, alt-country, folk",9
"5227","Corea, Hancock, Jarrett, Tyner",2,"jazz, drjazzmrfunkmusic, hard-bop, post-bop",30
"5228","Corenell Feat Ann Bailey",2,"",24
"5229","Coreporation",1,"hardcore, industrial+hardcore, darkcore, to+listen, lesser+known+yet+streamable+artists",12
"5230","Corey Harris & Ranking Joe",1,"lustiges+gedudel",26
"5231","Coreysan",1,"sxsw+2009",8
"5232","Cor Fĳneman",1,"trance, electronic, electronica, progressive+trance",11
"5233","Corky Jones (Buck Owens)",1,"rockabilly, gorg, three+cool+cats, gorg+satan+lorch, numb+from+the+knees+down",24
"5234","Cormega Ft. 2Pac",1,"",16
"5235","Cornelis Vreeswijk/Victor Jara",1,"swedish, folk, singer-songwriter, visor, trubadur",30
"5236","Cornell Campbell & King Tubby",1,"",29
"5237","Cornell Hangovers",1,"",17
"5238","Cornershop Feat. Bubbley Kaur",1,"britpop, hindi",29
"5239","Corner Stone Cues",2,"instrumental, soundtrack, orchestral, epic, classical",17
"5240","Corness",1,"reggae, french, dub, metro+reggae, nicholas+reggae",7
"5241","Coro Della Radio Svizzera, Theatrum Instrumentorum & Diego Fasolis",1,"choral, qlencja+favourites, loved1306, 1306fh, renaissance",66
"5242","Coro Exaudi",1,"",11
"5243","Coro Le Camicie Rosse",1,"",21
"5244","Coromega",1,"",8
"5245","Coro Polifonico",1,"folk, cuba, hasta, cheguevara, class+struggle",15
"5246","Corrado Loi",3,"",11
"5247","Corrado Rossi - Syngularity",1,"new+prog, chillout, new+age, ambient, neo-classical",27
"5248","Correntinito",1,"",12
"5249","Correo Aéreo",1,"folklore, putumayo",12
"5250","Corrose",1,"",7
"5251","Corrosion Of Conformity - Deliverance",1,"stoner+rock, stoner+metal, metal, heavy+metal, hard+rock",37
"5252","Corul De Maici Al Sfintei Manastiri Ciolpani",1,"",44
"5253","Corul Seminarului Ortodox Bucuresti",1,"",35
"5254","Corún",1,"celtic, instrumental, irish, female+vocalists",5
"5255","Cory Gunz Ft. Lil Wayne",1,"",23
"5256","Cory Monster",1,"",12
"5257","Cory Yuen",1,"",9
"5258","Cosculluela, Eddie Dee, Tego Calderon & Zion",1,"",44
"5259","Cosm.I.C",1,"",8
"5260","Cosmic Avenger",1,"",14
"5261","Cosmic Brotherhood",1,"",18
"5262","Cosmic Gate Feat. Roxanne Emery",1,"trance, vocal+trance, female+vocalists, progressive+trance, female+vocals",31
"5263","Cosmic Gate Featuring Emma Hewitt",1,"trance, progressive+trance, hard+trance, electronic, vocal+trance",33
"5264","Cosmic Gate Ft. Denise Rivera",1,"trance, progressive+trance, hard+trance, electronic, vocal+trance",29
"5265","Cosmicity - Alone (Ich Liebe Deutschland Mix)",1,"",45
"5266","Cosmic Mind",1,"",11
"5267","Cosmo Baker, Pase Rock, Spank Rock",1,"",34
"5268","Cosmopolitan",2,"indie, electronic, dance, electro, sxsw+2009",12
"5269","Costantino 'Mixmaster' Padovano",1,"",31
"5270","Coti / Paulina Rubio / Julieta Venegas",1,"",38
"5271","Cottage Industry",1,"",16
"5272","Cotti Feat. Kingpin",1,"dubstep",19
"5273","Cottonmouth, Texas",1,"",18
"5274","Cotton Rowe",1,"",11
"5275","Couch & Squares On Both Sides",1,"",29
"5276","Cougar Den",1,"screamo, punk, hardcore, real+screamo",10
"5277","Coughee Brothaz/14K/Rob Quest Of The Odd Squad",1,"",46
"5278","Count And Sinden Feat. Rye Rye",1,"electro, hip-hop",30
"5279","Counting Crows And Sheryl Crow",1,"rock, alternative+rock, alternative, 90s, pop",30
"5280","Count Lasher With Lyn Taitt &",1,"calypso, all, caribbean, rocksteady, mento",29
"5281","Count Rockin' Sidney",1,"",20
"5282","Cour D'Amours",1,"carmina+burana, carl+orff",13
"5283","Courtney Jaye And Peter Hayes",1,"",29
"5284","Courtney Love With Kurt Cobain",1,"",30
"5285","Courtney Pine With Kele Le Roc",1,"",30
"5286","Courtyard",1,"emo, indie, london, emocore, demo",9
"5287","Coverdale",1,"hard+rock, classic+rock, rock, blues+rock, led+zeppelin",9
"5288","Cover Ramones - Eddie Vedder",1,"",28
"5289","Coverville",1,"",10
"5290","Covet Chaos",1,"thrash+metal, metal+core, death+thrash+metal, us+metal, sludge+thrash+metal",11
"5291","Cowardice",1,"hardcore, alternative+rock, doom+metal, sludge+metal, sludge+doom",9
"5292","Cowboy Bebop Ask Dna",1,"",20
"5293","Cowboy Bebop Blue Ost 3",1,"",23
"5294","Cowboy Bebop Cast",1,"japanese, soundtrack, seiyuu",17
"5295","Coyoba",1,"rock, indie+rock, nachhaken, indie+pop, female+vocalists",6
"5296","C. Parker, D. Gillespie, B. Powell, M. Roach, C. Mingus",1,"",55
"5297","Cp Inc",1,"dancehall",6
"5298","Cradle Of Filth (Caixa De Mensagens)",1,"",36
"5299","Craig David Ft Sting (Www.Mp3Sfinder.Com)",1,"",41
"5300","Craig David Ft Tinchy Stryder",1,"rnb, pop, soul, british, male+vocalists",29
"5301","Craig Gillespie",1,"",15
"5302","Craig G. & Will Pack",1,"",20
"5303","Craig Of Farrington",1,"",19
"5304","Craig Pulsar",1,"",12
"5305","Craig Rip Ft Matic",1,"",18
"5306","Craig Stansifer",1,"",15
"5307","Crambo",1,"",6
"5308","Crash Bandicoot - Warped (Psx)",1,"",30
"5309","Crashbox",2,"hardcore, italian, hardcore+punk, punk, italian+hardcore",8
"5310","Crashdïet",7,"",9
"5311","Crash My Deville",1,"post-hardcore, screamo, metalcore, emocore, german",16
"5312","Crash-Symptom",1,"rhythmic+noise, power+noise, noise, dark+electronic, psychoalgie",13
"5313","Crashtesttaurus",1,"",15
"5314","Crawl Unit & Willem De Ridder",1,"",29
"5315","Crayon Shin-Chan",1,"",16
"5316","C-Rayz Walz, Prodigal Sunn, Sean Price, Think Differently Music & U-God",1,"hip-hop, love+the+rhythmic+flow, indie",71
"5317","Crazy Baldheads",1,"",15
"5318","Crazydj & Dj Wnuki Feat. East Clubbers",1,"",38
"5319","Crazy Orange",1,"",12
"5320","Crc Error",1,"terrorcore, full+metal+jacket, suck+dicks, remix",9
"5321","Creak Exit Coma",1,"power+noise, industrial, home+collection, noise",15
"5322","Creamer & K Feat. Nadia Ali & Rosko",1,"progressive+house, house, electronic, dance, female+vocals",35
"5323","Cream V The Hoxtons",3,"",19
"5324","Create & Devastate Featuring Masta Ace & Stricklin",2,"",50
"5325","Creepin' Death",1,"thrash+metal, old+school+thrash+metal, speed+thrash+metal, speed+metal, progressive+thrash+metal",14
"5326","Creepy Crawlie",1,"punk, female+vocalists, hardcore+punk, hardcore, finnish",14
"5327","Creepy Dölls",3,"",12
"5328","Creid",1,"japanese, game+music, game, ost, video+game+sountrack",5
"5329","Crème De Menthe",2,"electroclash, electro, electronic, italo+disco, dance",15
"5330","Creole",1,"calypso, caribbean, cumbia, mento, san+andres",6
"5331","Crest Of The Stars",1,"anime",18
"5332","Cri Cri",1,"mexico, infantil, spanish, singer-songwriter, childrens",7
"5333","Cri Crí (Francisco Gabilondo Soler)",1,"",35
"5334","Crimeanaz",1,"",9
"5335","Crime Club",1,"",10
"5336","Crimp Yr Hair Djs",1,"",17
"5337","Crimsom Twilight",1,"",16
"5338","Crinc",1,"swedish, rap",5
"5339","Crisis Core -Final Fantasy Vii- Ost",1,"",35
"5340","Cristiano Agapito",1,"",17
"5341","Cristian Vogel",4,"techno, experimental, electronic, minimal, idm",14
"5342","Cristina Donà",3,"italian, female+vocalists, singer-songwriter, alternative, pop",13
"5343","Črno Klank",1,"noise, experimental, tribal, industrial, drone",10
"5344","Crocodile",1,"oklahoma, oklahoma+city, indie, pop, sxsw+2009",9
"5345","Crocus",1,"screamo, emo+violence, hardcore, real+screamo, british",6
"5346","Crome",1,"",5
"5347","Cronica Carcotasilor",1,"",20
"5348","Crood",1,"",5
"5349","Crooked Shakespeare",1,"",19
"5350","Crookers & Boy 8-Bit",1,"electronic, fidget+house, sick, boom, my+dancefloor",20
"5351","Crooklyn Dodgers Ft. Buckshot, Special Ed, And Masta Ace",1,"",56
"5352","Cross Hart Jazz Experience",1,"hard+bop",26
"5353","Crossroads Ost By Ry Cooder",1,"",27
"5354","Crossworm",1,"hip-hop, rap, horrorcore, industrial+hip-hop, industrial+rapcore",9
"5355","Crotalo",1,"power+metal, heavy+metal, thrash+metal, speed+metal, italian+metal",7
"5356","Crowd + 1",1,"",9
"5357","Crown City Kings",1,"",16
"5358","C.R.S.",1,"need+to+rate, hardcore, street+punk, russian+hardcore, under+2000+listeners",6
"5359","Crs (Lupe Fiasco, Kanye West & Pharrell)",2,"hip-hop, rnb, chicago, good+music, chill",40
"5360","Cruel Humanity",1,"",14
"5361","Cruel Intensions",1,"",16
"5362","Cruel Intentions",1,"hardcore, soundtrack, drum+and+bass, drumfunk, tag",16
"5363","Cruise",1,"rock, folk, acoustic, heavy+metal, alternative+rock",6
"5364","Crusaders   Randy Crawford",1,"soul+music",26
"5365","Crusading Otter",1,"",15
"5366","Crush On",1,"",8
"5367","Crüxshadows - Tears (Apb Remix)",1,"",31
"5368","Cry-Baby",1,"classic+rock, rockabilly, soundtrack, rock+and+roll, john+waters",8
"5369","Cry Blood Apache",2,"austin, zoth",16
"5370","Cryhme Fam",1,"queensbridge, rap, hip-hop, qb, underground+hip-hop",10
"5371","Crying Steel",1,"power+metal, heavy+metal, italy, italian+metal",12
"5372","Cryonic",3,"power+metal, heavy+metal, home+collection, metal",7
"5373","Cryptonites",1,"electronic, electro, swiss, electroclash, french",11
"5374","Crystal And The Wolves",1,"",22
"5375","Crystal Castles Vs The Pack",1,"",27
"5376","Crystal Castles Vs Uffie",1,"electronic, 8-bit, new+rave, electro, poptron",24
"5377","Crystal Ecstasy",1,"punk, glam",15
"5378","Crystal Gayle/Tom Waits",1,"",23
"5379","Crystal Kay×Chemistry",1,"rnb, j-rnb",21
"5380","Crystal Method & Fatboy Slim",1,"",28
"5381","Crystal Waters, Tristan Garne",1,"house, 2009, dance, chill, power",29
"5382","Crystal Waters Vs. Speakerbox",1,"",29
"5383","C.S.I.",2,"italian, post-punk, alternative, alternative+rock, rock",6
"5384","Csík Zenekar",1,"folk, hungarian, traditional, hungarian+folk",12
"5385","Csjh The Grace",1,"k-pop, korean, female+vocalists, pop, csjh+the+grace",14
"5386","Csk Ok",1,"",6
"5387","Csókolom",5,"gypsy, folk, balkan, hungarian, world",8
"5388","C Squared & Smitty",1,"",18
"5389","Csr",2,"shoegaze, rock, psychedelic, space+rock, country:australia",3
"5390","Css Vs Nando Barth",1,"",18
"5391","Cstv",1,"",4
"5392","Cthulhu & Shadovv",1,"",17
"5393","Ctrl Z Vs. Autobots Vs. Screwface",1,"",33
"5394","Ç—Tžñžq",1,"",8
"5395","Cuarteto Ensueño",1,"",16
"5396","Cuba Havana",1,"",11
"5397","Cuban Link M/ D-Cell",1,"",20
"5398","Cuban Link M/ Peedi Crakk",1,"",25
"5399","Cube Experience",2,"",15
"5400","Cube::Hard Vs. Clsm",1,"",19
"5401","Cuberbil",1,"mexico, electronica, download, frauen+und+technik",8
"5402","Cucu Diamantes & Yerba Buena",1,"",28
"5403","Cudgel",1,"hardcore, punk, fantasy, bay+area, dungeons+and+dragons",6
"5404","Cuecas Chilenas",1,"world, chilean, chile, folklore, cueca",15
"5405","Cueio Limão",1,"hardcore, brazilian, punk+rock, pop+punk, punk",11
"5406","Cuelho De Alice",1,"rock, rock+brasil, rock+rool+brasil, blues+rock+brasil, velhas+virgens",15
"5407","Cugowski & Zalewski Feat Silski",1,"rock, polish+rock",31
"5408","Cuirina & Gorathorn",1,"",19
"5409","Cuirina & Maria",1,"",15
"5410","Cuirina & M. Hoffmann",1,"",21
"5411","Cúlabúla Collective",1,"dubstep, all, electro, ambient+beats",19
"5412","Culteral Assault",1,"",16
"5413","Cult Of Celebrity",1,"",17
"5414","Cultura De House",1,"",16
"5415","Cultura De Trance",1,"",17
"5416","Culture - Africa Stand Alone",1,"",28
"5417","Culture Kultür",7,"futurepop, synthpop, ebm, electronic, industrial",14
"5418","Culture Kultür -  Forever",1,"futurepop, synthpop, ebm, electronic, industrial",25
"5419","Culture Prophet",1,"electronic, new+wave, indie, dance, electro",15
"5420","(Culturepub) Classique",1,"",22
"5421","Cumbias Inocentes - Cd 1",1,"",24
"5422","Cunninlynguists F Cee-Lo Green",1,"",30
"5423","Cunt Records Cd1",1,"",16
"5424","Cunt Records Cfp 002",1,"",20
"5425","Cupid Ft Christina Milian & Timbaland",1,"",37
"5426","Cuppycake",1,"",9
"5427","Curapp",1,"",6
"5428","Curb Your Enthusiasm",1,"comedy",20
"5429","Curimus",1,"thrash+metal, groove+metal, finnish, death+metal, metal",7
"5430","Curly'S Gold",1,"",12
"5431","Current 93 & Höh",1,"neofolk, experimental, hip+hop, dark+ambient, industrial",16
"5432","Curro",1,"",5
"5433","Curse Feat. Gentleman",1,"hip+hop",21
"5434","Curt Cool",1,"chiptune, demoscene, 8-bit, 8bit, cactus+software",9
"5435","Curt Duca",1,"",9
"5436","Curtis Fuller - J.J. Johnson -",1,"",30
"5437","Curtiss",1,"indie, rock, groovesalad, secretagent, indie+rock",7
"5438","Curtis Vodka",2,"all, seapunk, electro, juke, footwork",12
"5439","Curtis Vodka And Al Ripken",1,"",26
"5440","Curtis Whitefinger",1,"uk, british, 4+of+10+stars, powerpop, everything",18
"5441","Curt Wild",1,"rock, hard+rock, glam+rock, classic+rock, progressive+rock",9
"5442","Curvas Peligrosas",1,"",17
"5443","Cut",1,"dubstep, metal, hardcore, indie+rock, italian",3
"5444","Cut Chemist/Edan/Mr. Lif",1,"",24
"5445","Cut Copy Vs. Seymour Bits",1,"",25
"5446","°C-Ute",1,"j-pop, hello+project, japanese, female+vocalists, jpop",6
"5447","Cutey Honey",1,"",11
